"ID","Type","Name","Documentation"
"B110","BusinessObject","Restoration Event",""
"B111","BusinessObject","Access Agreement",""
"B112","BusinessObject","Metering Configuration",""
"B113","BusinessObject","Network Service Activation",""
"B114","BusinessObject","Service Performance",""
"B115","BusinessObject","Network Invoice",""
"B116","BusinessObject","Access Issue",""
"B117","BusinessObject","Metered Energy Data",""
"B118","BusinessObject","Network Charge",""
"B119","BusinessObject","Settlement Statement",""
"B120","BusinessObject","Settlement Dispute",""
"B121","BusinessObject","Connection Request",""
"B122","BusinessObject","Connection Offer",""
"B123","BusinessObject","Customer Connection Design",""
"B124","BusinessObject","Connection Asset",""
"B125","BusinessObject","Energized Connection",""
"B126","BusinessObject","Connection Fee Settlement",""
"B127","BusinessObject","Connection Service Case",""
"B901","BusinessObject","Network Model",""
"B902","BusinessObject","Grid Standard",""
"B903","BusinessObject","Benefit Assessment",""
"B904","BusinessObject","Site Assessment",""
"B905","BusinessObject","Telemetry Stream",""
"B906","BusinessObject","Ancillary Service",""
"B907","BusinessObject","Control Center Readiness",""
"B908","BusinessObject","Protection Setting",""
"B909","BusinessObject","Access Policy",""
"B910","BusinessObject","Tariff Strategy",""
"B911","BusinessObject","Metering Asset",""
"B912","BusinessObject","Market Participant Qualification",""
