"ID","Type","Name","Documentation","Source","Target","Specialization"
"","CompositionRelationship","","","B0","B6",""
"","CompositionRelationship","","","B1","B101",""
"","CompositionRelationship","","","B1","B102",""
"","CompositionRelationship","","","B1","B103",""
"","CompositionRelationship","","","B2","B104",""
"","CompositionRelationship","","","B2","B105",""
"","CompositionRelationship","","","B2","B106",""
"","CompositionRelationship","","","B2","B123",""
"","CompositionRelationship","","","B2","B124",""
"","CompositionRelationship","","","B2","B902",""
"","CompositionRelationship","","","B2","B904",""
"","CompositionRelationship","","","B2","B908",""
"","CompositionRelationship","","","B3","B107",""
"","CompositionRelationship","","","B3","B108",""
"","CompositionRelationship","","","B3","B109",""
"","CompositionRelationship","","","B3","B110",""
"","CompositionRelationship","","","B3","B113",""
"","CompositionRelationship","","","B3","B901",""
"","CompositionRelationship","","","B3","B905",""
"","CompositionRelationship","","","B3","B907",""
"","CompositionRelationship","","","B4","B121",""
"","CompositionRelationship","","","B4","B125",""
"","CompositionRelationship","","","B4","B114",""
"","CompositionRelationship","","","B4","B116",""
"","CompositionRelationship","","","B4","B127",""
"","CompositionRelationship","","","B5","B111",""
"","CompositionRelationship","","","B5","B112",""
"","CompositionRelationship","","","B5","B115",""
"","CompositionRelationship","","","B5","B117",""
"","CompositionRelationship","","","B5","B118",""
"","CompositionRelationship","","","B5","B119",""
"","CompositionRelationship","","","B5","B120",""
"","CompositionRelationship","","","B5","B122",""
"","CompositionRelationship","","","B5","B126",""
"","CompositionRelationship","","","B5","B909",""
"","CompositionRelationship","","","B5","B910",""
"","CompositionRelationship","","","B5","B911",""
"","CompositionRelationship","","","B5","B912",""
"","CompositionRelationship","","","B6","B906",""
"","CompositionRelationship","","","VS0","VS10",""
"","CompositionRelationship","","","VS0","VS11",""
"","CompositionRelationship","","","VS10","VS100",""
"","CompositionRelationship","","","VS10","VS101",""
"","CompositionRelationship","","","VS10","VS102",""
"","CompositionRelationship","","","VS11","VS103",""
"","CompositionRelationship","","","VS11","VS104",""
"","CompositionRelationship","","","VS11","VS105",""
"","CompositionRelationship","","","VS1","VS12",""
"","CompositionRelationship","","","VS12","VS106",""
"","CompositionRelationship","","","VS12","VS107",""
"","CompositionRelationship","","","VS12","VS108",""
"","CompositionRelationship","","","VS12","VS109",""
"","CompositionRelationship","","","VS2","VS13",""
"","CompositionRelationship","","","VS2","VS14",""
"","CompositionRelationship","","","VS2","VS15",""
"","CompositionRelationship","","","VS13","VS110",""
"","CompositionRelationship","","","VS13","VS111",""
"","CompositionRelationship","","","VS13","VS112",""
"","CompositionRelationship","","","VS14","VS113",""
"","CompositionRelationship","","","VS15","VS114",""
"","CompositionRelationship","","","VS15","VS115",""
"","CompositionRelationship","","","VS3","VS16",""
"","CompositionRelationship","","","VS16","VS116",""
"","CompositionRelationship","","","VS16","VS117",""
"","CompositionRelationship","","","VS16","VS118",""
"","CompositionRelationship","","","VS16","VS119",""
"","CompositionRelationship","","","VS4","VS17",""
"","CompositionRelationship","","","VS4","VS18",""
"","CompositionRelationship","","","VS4","VS19",""
"","CompositionRelationship","","","VS17","VS120",""
"","CompositionRelationship","","","VS17","VS124",""
"","CompositionRelationship","","","VS17","VS126",""
"","CompositionRelationship","","","VS18","VS121",""
"","CompositionRelationship","","","VS18","VS125",""
"","CompositionRelationship","","","VS19","VS122",""
"","CompositionRelationship","","","VS19","VS123",""
"","ServingRelationship","","","C101","VS100",""
"","ServingRelationship","","","C102","VS101",""
"","ServingRelationship","","","C103","VS102",""
"","ServingRelationship","","","C104","VS103",""
"","ServingRelationship","","","C105","VS104",""
"","ServingRelationship","","","C106","VS105",""
"","ServingRelationship","","","C107","VS106",""
"","ServingRelationship","","","C108","VS107",""
"","ServingRelationship","","","C109","VS108",""
"","ServingRelationship","","","C110","VS109",""
"","ServingRelationship","","","C111","VS110",""
"","ServingRelationship","","","C112","VS111",""
"","ServingRelationship","","","C115","VS112",""
"","ServingRelationship","","","C113","VS113",""
"","ServingRelationship","","","C114","VS114",""
"","ServingRelationship","","","C116","VS115",""
"","ServingRelationship","","","C117","VS116",""
"","ServingRelationship","","","C118","VS117",""
"","ServingRelationship","","","C119","VS118",""
"","ServingRelationship","","","C120","VS119",""
"","ServingRelationship","","","C121","VS120",""
"","ServingRelationship","","","C122","VS121",""
"","ServingRelationship","","","C123","VS122",""
"","ServingRelationship","","","C124","VS123",""
"","ServingRelationship","","","C125","VS124",""
"","ServingRelationship","","","C126","VS125",""
"","ServingRelationship","","","C127","VS126",""
"","ServingRelationship","","","C1","VS10",""
"","ServingRelationship","","","C2","VS11",""
"","ServingRelationship","","","C3","VS12",""
"","ServingRelationship","","","C5","VS13",""
"","ServingRelationship","","","C3","VS14",""
"","ServingRelationship","","","C4","VS15",""
"","ServingRelationship","","","C5","VS16",""
"","ServingRelationship","","","C4","VS17",""
"","ServingRelationship","","","C5","VS18",""
"","ServingRelationship","","","C2","VS19",""
"","ServingRelationship","","","C901","C101",""
"","ServingRelationship","","","C901","C102",""
"","ServingRelationship","","","C903","C103",""
"","ServingRelationship","","","C902","C104",""
"","ServingRelationship","","","C904","C105",""
"","ServingRelationship","","","C902","C106",""
"","ServingRelationship","","","C905","C107",""
"","ServingRelationship","","","C906","C108",""
"","ServingRelationship","","","C907","C109",""
"","ServingRelationship","","","C908","C110",""
"","ServingRelationship","","","C909","C111",""
"","ServingRelationship","","","C911","C112",""
"","ServingRelationship","","","C907","C113",""
"","ServingRelationship","","","C905","C114",""
"","ServingRelationship","","","C910","C115",""
"","ServingRelationship","","","C909","C116",""
"","ServingRelationship","","","C911","C117",""
"","ServingRelationship","","","C910","C118",""
"","ServingRelationship","","","C910","C119",""
"","ServingRelationship","","","C909","C120",""
"","ServingRelationship","","","C909","C121",""
"","ServingRelationship","","","C910","C122",""
"","ServingRelationship","","","C901","C123",""
"","ServingRelationship","","","C902","C124",""
"","ServingRelationship","","","C907","C125",""
"","ServingRelationship","","","C910","C126",""
"","ServingRelationship","","","C905","C127",""
"","ServingRelationship","","","C905","C901",""
"","ServingRelationship","","","C912","C906",""
"","ServingRelationship","","","C3","C1",""
"","ServingRelationship","","","C6","C3",""
"","ServingRelationship","","","C2","C3",""
"","ServingRelationship","","","C3","C4",""
"","ServingRelationship","","","C5","C4",""
"","ServingRelationship","","","C3","C2",""
"","ServingRelationship","","","C5","C6",""
"","AssociationRelationship","","","C101","B101",""
"","AssociationRelationship","","","C102","B102",""
"","AssociationRelationship","","","C103","B103",""
"","AssociationRelationship","","","C104","B104",""
"","AssociationRelationship","","","C105","B105",""
"","AssociationRelationship","","","C106","B106",""
"","AssociationRelationship","","","C107","B107",""
"","AssociationRelationship","","","C108","B108",""
"","AssociationRelationship","","","C109","B109",""
"","AssociationRelationship","","","C110","B110",""
"","AssociationRelationship","","","C111","B111",""
"","AssociationRelationship","","","C112","B112",""
"","AssociationRelationship","","","C113","B113",""
"","AssociationRelationship","","","C114","B114",""
"","AssociationRelationship","","","C115","B115",""
"","AssociationRelationship","","","C116","B116",""
"","AssociationRelationship","","","C117","B117",""
"","AssociationRelationship","","","C118","B118",""
"","AssociationRelationship","","","C119","B119",""
"","AssociationRelationship","","","C120","B120",""
"","AssociationRelationship","","","C121","B121",""
"","AssociationRelationship","","","C122","B122",""
"","AssociationRelationship","","","C123","B123",""
"","AssociationRelationship","","","C124","B124",""
"","AssociationRelationship","","","C125","B125",""
"","AssociationRelationship","","","C126","B126",""
"","AssociationRelationship","","","C127","B127",""
"","AssociationRelationship","","","C901","B901",""
"","AssociationRelationship","","","C902","B902",""
"","AssociationRelationship","","","C903","B903",""
"","AssociationRelationship","","","C904","B904",""
"","AssociationRelationship","","","C905","B905",""
"","AssociationRelationship","","","C906","B906",""
"","AssociationRelationship","","","C907","B907",""
"","AssociationRelationship","","","C908","B908",""
"","AssociationRelationship","","","C909","B909",""
"","AssociationRelationship","","","C910","B910",""
"","AssociationRelationship","","","C911","B911",""
"","AssociationRelationship","","","C912","B912",""
"","AssociationRelationship","","","C1","B1",""
"","AssociationRelationship","","","C2","B2",""
"","AssociationRelationship","","","C3","B3",""
"","AssociationRelationship","","","C4","B4",""
"","AssociationRelationship","","","C5","B5",""
"","AssociationRelationship","","","C6","B6",""
"","AssociationRelationship","","","C0","B0",""
"","ServingRelationship","","","C0","VS0",""
"","ServingRelationship","","","C0","VS1",""
"","ServingRelationship","","","C0","VS2",""
"","ServingRelationship","","","C0","VS3",""
"","ServingRelationship","","","C0","VS4",""
