"ID","Type","Name","Documentation"
"CAP-BAL-S1","Capability","Operational Planning",""
"CAP-BAL-S2","Capability","System State Monitoring",""
"CAP-BAL-S3","Capability","Balancing and Congestion Control",""
"CAP-BAL-S4","Capability","Contingency Response and Restoration",""
"CAP-BAL-S5","Capability","Balancing Settlement",""
"CAP-SETTLE-PRIMARY","Capability","Market Settlement Management",""
"CAP-SET-S1","Capability","Meter and Event Data Collection",""
"CAP-SET-S2","Capability","Data Validation and Aggregation",""
"CAP-SET-S3","Capability","Charge and Settlement Calculation",""
"CAP-SET-S4","Capability","Statement and Invoice Issuance",""
"CAP-SET-S5","Capability","Regulatory and Market Reporting",""
"BO-DEV-CAP-PORTFOLIO","BusinessObject","Grid Capacity Portfolio",""
"BO-DEV-S1","BusinessObject","Grid Needs Forecast",""
"BO-DEV-S2","BusinessObject","Grid Options Assessment",""
"BO-DEV-S3","BusinessObject","Permit and Easement Package",""
"BO-DEV-S4","BusinessObject","Asset Engineering Package",""
"BO-DEV-S5","BusinessObject","Construction Work Package",""
"BO-DEV-S6","BusinessObject","Commissioning Record",""
"BO-DEV-S7","BusinessObject","Released Capacity Record",""
"BO-CONNECT-PORTFOLIO","BusinessObject","Connection Portfolio",""
"BO-CONN-S1","BusinessObject","Connection Application",""
"BO-CONN-S2","BusinessObject","Feasibility Report",""
"BO-CONN-S3","BusinessObject","Connection Offer",""
"BO-CONN-S4","BusinessObject","Connection Design Package",""
"BO-CONN-S5","BusinessObject","Connection Commissioning Report",""
"BO-CONN-S6","BusinessObject","Energization Certificate",""
"BO-TRANSPORT-PORTFOLIO","BusinessObject","Transport Service Portfolio",""
"BO-TRAN-S1","BusinessObject","Network Access Agreement",""
"BO-TRAN-S2","BusinessObject","Access and Constraint Profile",""
"BO-TRAN-S3","BusinessObject","Schedule and Nomination",""
"BO-TRAN-S4","BusinessObject","Power Quality Record",""
"BO-TRAN-S5","BusinessObject","Outage Plan",""
"BO-TRAN-S6","BusinessObject","Network Charge Statement",""
"BO-BALANCE-PORTFOLIO","BusinessObject","System Operation Portfolio",""
"BO-BAL-S1","BusinessObject","Operating Plan",""
"BO-BAL-S2","BusinessObject","System State Dataset",""
"BO-BAL-S3","BusinessObject","Balancing Action Set",""
"BO-BAL-S4","BusinessObject","Restoration Plan and Log",""
"BO-BAL-S5","BusinessObject","Balancing Settlement Statement",""
"BO-SETTLE-PORTFOLIO","BusinessObject","Settlement Portfolio",""
"BO-SET-S1","BusinessObject","Raw Meter Data Set",""
"BO-SET-S2","BusinessObject","Validated Meter Data",""
"BO-SET-S3","BusinessObject","Settlement Calculation",""
"BO-SET-S4","BusinessObject","Settlement Statement",""
"BO-SET-S5","BusinessObject","Regulatory Report",""
