"ID","Type","Name","Documentation","Source","Target","Specialization"
"","ServingRelationship","","","CAP-BAL-S4","VS-BALANCE-S4",""
"","ServingRelationship","","","CAP-BAL-S5","VS-BALANCE-S5",""
"","ServingRelationship","","","CAP-SETTLE-PRIMARY","VS-SETTLE",""
"","ServingRelationship","","","CAP-SET-S1","VS-SETTLE-S1",""
"","ServingRelationship","","","CAP-SET-S2","VS-SETTLE-S2",""
"","ServingRelationship","","","CAP-SET-S3","VS-SETTLE-S3",""
"","ServingRelationship","","","CAP-SET-S4","VS-SETTLE-S4",""
"","ServingRelationship","","","CAP-SET-S5","VS-SETTLE-S5",""
"","AssociationRelationship","","","CAP-DEV-CAP-PRIMARY","BO-DEV-CAP-PORTFOLIO",""
"","AssociationRelationship","","","CAP-DEV-S1","BO-DEV-S1",""
"","AssociationRelationship","","","CAP-DEV-S2","BO-DEV-S2",""
"","AssociationRelationship","","","CAP-DEV-S3","BO-DEV-S3",""
"","AssociationRelationship","","","CAP-DEV-S4","BO-DEV-S4",""
"","AssociationRelationship","","","CAP-DEV-S5","BO-DEV-S5",""
"","AssociationRelationship","","","CAP-DEV-S6","BO-DEV-S6",""
"","AssociationRelationship","","","CAP-DEV-S7","BO-DEV-S7",""
"","AssociationRelationship","","","CAP-CONNECT-PRIMARY","BO-CONNECT-PORTFOLIO",""
"","AssociationRelationship","","","CAP-CONN-S1","BO-CONN-S1",""
"","AssociationRelationship","","","CAP-CONN-S2","BO-CONN-S2",""
"","AssociationRelationship","","","CAP-CONN-S3","BO-CONN-S3",""
"","AssociationRelationship","","","CAP-CONN-S4","BO-CONN-S4",""
"","AssociationRelationship","","","CAP-CONN-S5","BO-CONN-S5",""
"","AssociationRelationship","","","CAP-CONN-S6","BO-CONN-S6",""
"","AssociationRelationship","","","CAP-TRANSPORT-PRIMARY","BO-TRANSPORT-PORTFOLIO",""
"","AssociationRelationship","","","CAP-TRAN-S1","BO-TRAN-S1",""
"","AssociationRelationship","","","CAP-TRAN-S2","BO-TRAN-S2",""
"","AssociationRelationship","","","CAP-TRAN-S3","BO-TRAN-S3",""
"","AssociationRelationship","","","CAP-TRAN-S4","BO-TRAN-S4",""
"","AssociationRelationship","","","CAP-TRAN-S5","BO-TRAN-S5",""
"","AssociationRelationship","","","CAP-TRAN-S6","BO-TRAN-S6",""
"","AssociationRelationship","","","CAP-BALANCE-PRIMARY","BO-BALANCE-PORTFOLIO",""
"","AssociationRelationship","","","CAP-BAL-S1","BO-BAL-S1",""
"","AssociationRelationship","","","CAP-BAL-S2","BO-BAL-S2",""
"","AssociationRelationship","","","CAP-BAL-S3","BO-BAL-S3",""
"","AssociationRelationship","","","CAP-BAL-S4","BO-BAL-S4",""
"","AssociationRelationship","","","CAP-BAL-S5","BO-BAL-S5",""
"","AssociationRelationship","","","CAP-SETTLE-PRIMARY","BO-SETTLE-PORTFOLIO",""
"","AssociationRelationship","","","CAP-SET-S1","BO-SET-S1",""
"","AssociationRelationship","","","CAP-SET-S2","BO-SET-S2",""
"","AssociationRelationship","","","CAP-SET-S3","BO-SET-S3",""
"","AssociationRelationship","","","CAP-SET-S4","BO-SET-S4",""
"","AssociationRelationship","","","CAP-SET-S5","BO-SET-S5",""
