"ID","Type","Name","Documentation","Source","Target","Specialization"
"","CompositionRelationship","","","B6","B6-1",""
"","CompositionRelationship","","","B6","B6-2",""
"","CompositionRelationship","","","B6","B6-3",""
"","CompositionRelationship","","","B6","B6-4",""
"","CompositionRelationship","","","B6","B6-5",""
"","CompositionRelationship","","","B6","B6-6",""
"","CompositionRelationship","","","B6","B6-7",""
"","CompositionRelationship","","","B7","B7-1",""
"","CompositionRelationship","","","B7","B7-2",""
"","CompositionRelationship","","","B7","B7-3",""
"","CompositionRelationship","","","B7","B7-4",""
"","CompositionRelationship","","","B7","B7-5",""
"","CompositionRelationship","","","B7","B7-6",""
"","ServingRelationship","","","C1-1","VS1-S1",""
"","ServingRelationship","","","C1-2","VS1-S2",""
"","ServingRelationship","","","C1-3","VS1-S2",""
"","ServingRelationship","","","C1-4","VS1-S3",""
"","ServingRelationship","","","C1-5","VS1-S3",""
"","ServingRelationship","","","C2-1","VS1-S4",""
"","ServingRelationship","","","C2-2","VS1-S4",""
"","ServingRelationship","","","C2-3","VS1-S4",""
"","ServingRelationship","","","C2-4","VS1-S4",""
"","ServingRelationship","","","C2-5","VS1-S5",""
"","ServingRelationship","","","C4-1","VS2-S1",""
"","ServingRelationship","","","C4-2","VS2-S2",""
"","ServingRelationship","","","C4-3","VS2-S3",""
"","ServingRelationship","","","C2-4","VS2-S4",""
"","ServingRelationship","","","C4-4","VS2-S4",""
"","ServingRelationship","","","C4-5","VS2-S5",""
"","ServingRelationship","","","C3-1","VS3-S1",""
"","ServingRelationship","","","C3-2","VS3-S2",""
"","ServingRelationship","","","C3-3","VS3-S3",""
"","ServingRelationship","","","C3-4","VS3-S3",""
"","ServingRelationship","","","C3-4","VS3-S4",""
"","ServingRelationship","","","C6-4","VS3-S4",""
"","ServingRelationship","","","C6-5","VS3-S4",""
"","ServingRelationship","","","C3-1","VS3-S5",""
"","ServingRelationship","","","C5-1","VS4-S1",""
"","ServingRelationship","","","C5-2","VS4-S2",""
"","ServingRelationship","","","C3-5","VS4-S2",""
"","ServingRelationship","","","C5-3","VS4-S3",""
"","ServingRelationship","","","C5-2","VS4-S4",""
"","ServingRelationship","","","C5-5","VS4-S4",""
"","ServingRelationship","","","C5-4","VS4-S5",""
"","ServingRelationship","","","C6-1","VS5-S1",""
"","ServingRelationship","","","C6-2","VS5-S2",""
"","ServingRelationship","","","C6-3","VS5-S3",""
"","ServingRelationship","","","C6-5","VS5-S3",""
"","ServingRelationship","","","C6-3","VS5-S4",""
"","ServingRelationship","","","C6-2","VS5-S5",""
"","ServingRelationship","","","C6-3","VS5-S5",""
"","ServingRelationship","","","C7-1","VS6-S1",""
"","ServingRelationship","","","C7-2","VS6-S2",""
"","ServingRelationship","","","C6-4","VS6-S3",""
"","ServingRelationship","","","C7-5","VS6-S4",""
"","ServingRelationship","","","C7-4","VS6-S5",""
"","AssociationRelationship","","","C1-1","B1-1",""
"","AssociationRelationship","","","C1-1","B1-2",""
"","AssociationRelationship","","","C1-2","B1-3",""
"","AssociationRelationship","","","C1-2","B1-4",""
"","AssociationRelationship","","","C1-3","B1-5",""
"","AssociationRelationship","","","C1-4","B1-6",""
"","AssociationRelationship","","","C1-5","B1-7",""
"","AssociationRelationship","","","C2-1","B2-1",""
"","AssociationRelationship","","","C2-2","B2-2",""
"","AssociationRelationship","","","C2-3","B2-3",""
"","AssociationRelationship","","","C2-4","B2-4",""
"","AssociationRelationship","","","C2-4","B2-6",""
"","AssociationRelationship","","","C2-5","B2-5",""
"","AssociationRelationship","","","C2-5","B2-7",""
"","AssociationRelationship","","","C3-1","B3-6",""
"","AssociationRelationship","","","C3-1","B3-4",""
"","AssociationRelationship","","","C3-1","B3-7",""
"","AssociationRelationship","","","C3-2","B3-1",""
"","AssociationRelationship","","","C3-2","B3-2",""
"","AssociationRelationship","","","C3-2","B3-3",""
"","AssociationRelationship","","","C3-3","B3-5",""
"","AssociationRelationship","","","C3-3","B3-3",""
"","AssociationRelationship","","","C3-4","B3-3",""
"","AssociationRelationship","","","C3-4","B3-7",""
"","AssociationRelationship","","","C3-5","B3-4",""
"","AssociationRelationship","","","C3-5","B3-6",""
"","AssociationRelationship","","","C4-1","B4-1",""
"","AssociationRelationship","","","C4-2","B4-2",""
"","AssociationRelationship","","","C4-3","B4-4",""
"","AssociationRelationship","","","C4-4","B4-6",""
"","AssociationRelationship","","","C4-5","B4-3",""
"","AssociationRelationship","","","C4-5","B4-5",""
"","AssociationRelationship","","","C5-1","B5-1",""
"","AssociationRelationship","","","C5-2","B5-3",""
"","AssociationRelationship","","","C5-2","B3-4",""
"","AssociationRelationship","","","C5-3","B5-2",""
"","AssociationRelationship","","","C5-4","B5-4",""
"","AssociationRelationship","","","C5-4","B7-6",""
"","AssociationRelationship","","","C5-5","B5-5",""
"","AssociationRelationship","","","C6-1","B6-1",""
"","AssociationRelationship","","","C6-2","B6-3",""
"","AssociationRelationship","","","C6-2","B6-2",""
"","AssociationRelationship","","","C6-3","B6-4",""
"","AssociationRelationship","","","C6-3","B6-5",""
"","AssociationRelationship","","","C6-3","B7-2",""
"","AssociationRelationship","","","C6-4","B6-6",""
"","AssociationRelationship","","","C6-4","B7-4",""
"","AssociationRelationship","","","C6-5","B6-7",""
"","AssociationRelationship","","","C6-5","B6-4",""
"","AssociationRelationship","","","C7-1","B7-1",""
"","AssociationRelationship","","","C7-2","B7-2",""
"","AssociationRelationship","","","C7-3","B7-3",""
"","AssociationRelationship","","","C7-4","B7-5",""
"","AssociationRelationship","","","C7-5","B7-6",""
