"ID","Type","Name","Documentation","Source","Target","Specialization"
,"CompositionRelationship","","","CAP4","CAP4.1",""
,"CompositionRelationship","","","CAP4","CAP4.2",""
,"CompositionRelationship","","","CAP4","CAP4.3",""
,"CompositionRelationship","","","CAP4","CAP4.4",""
,"CompositionRelationship","","","CAP4","CAP4.5",""
,"CompositionRelationship","","","CAP4","CAP4.6",""
,"CompositionRelationship","","","CAP5","CAP5.1",""
,"CompositionRelationship","","","CAP5","CAP5.2",""
,"CompositionRelationship","","","CAP5","CAP5.3",""
,"CompositionRelationship","","","CAP5","CAP5.4",""
,"CompositionRelationship","","","CAP5","CAP5.5",""
,"CompositionRelationship","","","OBJ1","OBJ1.1",""
,"CompositionRelationship","","","OBJ1","OBJ1.2",""
,"CompositionRelationship","","","OBJ1","OBJ1.3",""
,"CompositionRelationship","","","OBJ1","OBJ1.4",""
,"CompositionRelationship","","","OBJ1","OBJ1.5",""
,"CompositionRelationship","","","OBJ1","OBJ1.6",""
,"CompositionRelationship","","","OBJ1","OBJ1.7",""
,"CompositionRelationship","","","OBJ2","OBJ2.1",""
,"CompositionRelationship","","","OBJ2","OBJ2.2",""
,"CompositionRelationship","","","OBJ2","OBJ2.3",""
,"CompositionRelationship","","","OBJ2","OBJ2.4",""
,"CompositionRelationship","","","OBJ2","OBJ2.5",""
,"CompositionRelationship","","","OBJ3","OBJ3.1",""
,"CompositionRelationship","","","OBJ3","OBJ3.2",""
,"CompositionRelationship","","","OBJ3","OBJ3.3",""
,"CompositionRelationship","","","OBJ3","OBJ3.4",""
,"CompositionRelationship","","","OBJ3","OBJ3.5",""
,"CompositionRelationship","","","OBJ3","OBJ3.6",""
,"CompositionRelationship","","","OBJ4","OBJ4.1",""
,"CompositionRelationship","","","OBJ4","OBJ4.2",""
,"CompositionRelationship","","","OBJ4","OBJ4.3",""
,"CompositionRelationship","","","OBJ4","OBJ4.4",""
,"CompositionRelationship","","","OBJ4","OBJ4.5",""
,"CompositionRelationship","","","OBJ4","OBJ4.6",""
,"CompositionRelationship","","","OBJ5","OBJ5.1",""
,"CompositionRelationship","","","OBJ5","OBJ5.2",""
,"CompositionRelationship","","","OBJ5","OBJ5.3",""
,"CompositionRelationship","","","OBJ5","OBJ5.4",""
,"CompositionRelationship","","","OBJ5","OBJ5.5",""
,"ServingRelationship","","","CAP1","VS1",""
,"ServingRelationship","","","CAP2","VS2",""
,"ServingRelationship","","","CAP3","VS3",""
,"ServingRelationship","","","CAP4","VS4",""
,"ServingRelationship","","","CAP5","VS5",""
,"ServingRelationship","","","CAP1.1","CAP1",""
,"ServingRelationship","","","CAP1.2","CAP1",""
,"ServingRelationship","","","CAP1.3","CAP1",""
,"ServingRelationship","","","CAP1.4","CAP1",""
,"ServingRelationship","","","CAP1.5","CAP1",""
,"ServingRelationship","","","CAP1.6","CAP1",""
,"ServingRelationship","","","CAP1.7","CAP1",""
,"ServingRelationship","","","CAP2.1","CAP2",""
,"ServingRelationship","","","CAP2.2","CAP2",""
,"ServingRelationship","","","CAP2.3","CAP2",""
,"ServingRelationship","","","CAP2.4","CAP2",""
,"ServingRelationship","","","CAP2.5","CAP2",""
,"ServingRelationship","","","CAP3.1","CAP3",""
,"ServingRelationship","","","CAP3.2","CAP3",""
,"ServingRelationship","","","CAP3.3","CAP3",""
,"ServingRelationship","","","CAP3.4","CAP3",""
,"ServingRelationship","","","CAP3.5","CAP3",""
,"ServingRelationship","","","CAP3.6","CAP3",""
,"ServingRelationship","","","CAP4.1","CAP4",""
,"ServingRelationship","","","CAP4.2","CAP4",""
,"ServingRelationship","","","CAP4.3","CAP4",""
,"ServingRelationship","","","CAP4.4","CAP4",""
,"ServingRelationship","","","CAP4.5","CAP4",""
,"ServingRelationship","","","CAP4.6","CAP4",""
,"ServingRelationship","","","CAP5.1","CAP5",""
,"ServingRelationship","","","CAP5.2","CAP5",""
,"ServingRelationship","","","CAP5.3","CAP5",""
,"ServingRelationship","","","CAP5.4","CAP5",""
,"ServingRelationship","","","CAP5.5","CAP5",""
,"ServingRelationship","","","CAP1.1","VS1.1",""
,"ServingRelationship","","","CAP1.2","VS1.2",""
,"ServingRelationship","","","CAP1.3","VS1.3",""
,"ServingRelationship","","","CAP1.4","VS1.4",""
,"ServingRelationship","","","CAP1.5","VS1.5",""
,"ServingRelationship","","","CAP1.6","VS1.6",""
,"ServingRelationship","","","CAP1.7","VS1.7",""
,"ServingRelationship","","","CAP2.1","VS2.1",""
,"ServingRelationship","","","CAP2.2","VS2.2",""
,"ServingRelationship","","","CAP2.3","VS2.3",""
,"ServingRelationship","","","CAP2.4","VS2.4",""
,"ServingRelationship","","","CAP2.5","VS2.5",""
,"ServingRelationship","","","CAP3.1","VS3.1",""
,"ServingRelationship","","","CAP3.2","VS3.2",""
,"ServingRelationship","","","CAP3.3","VS3.3",""
,"ServingRelationship","","","CAP3.4","VS3.4",""
,"ServingRelationship","","","CAP3.5","VS3.5",""
,"ServingRelationship","","","CAP3.6","VS3.6",""
,"ServingRelationship","","","CAP4.1","VS4.1",""
,"ServingRelationship","","","CAP4.2","VS4.2",""
,"ServingRelationship","","","CAP4.3","VS4.3",""
,"ServingRelationship","","","CAP4.4","VS4.4",""
,"ServingRelationship","","","CAP4.5","VS4.5",""
,"ServingRelationship","","","CAP4.6","VS4.6",""
,"ServingRelationship","","","CAP5.1","VS5.1",""
,"ServingRelationship","","","CAP5.2","VS5.2",""
,"ServingRelationship","","","CAP5.3","VS5.3",""
,"ServingRelationship","","","CAP5.4","VS5.4",""
,"ServingRelationship","","","CAP5.5","VS5.5",""
,"AssociationRelationship","","","CAP1","OBJ1",""
,"AssociationRelationship","","","CAP1.1","OBJ1.1",""
,"AssociationRelationship","","","CAP1.2","OBJ1.2",""
,"AssociationRelationship","","","CAP1.3","OBJ1.3",""
,"AssociationRelationship","","","CAP1.4","OBJ1.4",""
,"AssociationRelationship","","","CAP1.5","OBJ1.5",""
,"AssociationRelationship","","","CAP1.6","OBJ1.6",""
,"AssociationRelationship","","","CAP1.7","OBJ1.7",""
,"AssociationRelationship","","","CAP2","OBJ2",""
,"AssociationRelationship","","","CAP2.1","OBJ2.1",""
,"AssociationRelationship","","","CAP2.2","OBJ2.2",""
,"AssociationRelationship","","","CAP2.3","OBJ2.3",""
,"AssociationRelationship","","","CAP2.4","OBJ2.4",""
,"AssociationRelationship","","","CAP2.5","OBJ2.5",""
,"AssociationRelationship","","","CAP3","OBJ3",""
,"AssociationRelationship","","","CAP3.1","OBJ3.1",""
,"AssociationRelationship","","","CAP3.2","OBJ3.2",""
,"AssociationRelationship","","","CAP3.3","OBJ3.3",""
,"AssociationRelationship","","","CAP3.4","OBJ3.4",""
,"AssociationRelationship","","","CAP3.5","OBJ3.5",""
,"AssociationRelationship","","","CAP3.6","OBJ3.6",""
,"AssociationRelationship","","","CAP4","OBJ4",""
,"AssociationRelationship","","","CAP4.1","OBJ4.1",""
,"AssociationRelationship","","","CAP4.2","OBJ4.2",""
,"AssociationRelationship","","","CAP4.3","OBJ4.3",""
,"AssociationRelationship","","","CAP4.4","OBJ4.4",""
,"AssociationRelationship","","","CAP4.5","OBJ4.5",""
,"AssociationRelationship","","","CAP4.6","OBJ4.6",""
,"AssociationRelationship","","","CAP5","OBJ5",""
,"AssociationRelationship","","","CAP5.1","OBJ5.1",""
,"AssociationRelationship","","","CAP5.2","OBJ5.2",""
,"AssociationRelationship","","","CAP5.3","OBJ5.3",""
,"AssociationRelationship","","","CAP5.4","OBJ5.4",""
,"AssociationRelationship","","","CAP5.5","OBJ5.5",""
