"ID","Type","Name","Documentation"
"VS5.2","ValueStream","Protect Intellectual Property","Secure IP through filings and prosecution strategies."
"VS5.3","ValueStream","Evaluate Market Potential","Assess market size, fit, and commercialization pathways."
"VS5.4","ValueStream","Execute Licensing or Venture Formation","Negotiate licenses or form startups to commercialize IP."
"VS5.5","ValueStream","Support Venture/IP Scale-Up","Enable growth with mentoring, funding access, and partnerships."
"CAP1","Capability","Knowledge Asset Creation","Organizational ability to produce, validate, and publish scholarly knowledge assets."
"CAP1.1","Capability","Research Question Formulation","Capability to identify gaps and craft testable, impactful research questions."
"CAP1.2","Capability","Study Protocol Design","Capability to design rigorous, compliant research protocols and instruments."
"CAP1.3","Capability","Research Data Acquisition","Capability to obtain high-quality, ethical, and reliable research data."
"CAP1.4","Capability","Data Analysis","Capability to analyze data and derive valid insights and conclusions."
"CAP1.5","Capability","Manuscript Authoring","Capability to author, format, and submit scholarly manuscripts."
"CAP1.6","Capability","Peer Review Response","Capability to manage reviews, revise content, and resubmit effectively."
"CAP1.7","Capability","Publication & Repository Deposit","Capability to publish outputs and deposit artifacts in repositories."
"CAP2","Capability","Academic Program Engineering","Ability to design, govern, and sustain academic programs and courses."
"CAP2.1","Capability","Program Outcome Definition","Capability to define measurable, accredited-aligned learning outcomes."
"CAP2.2","Capability","Curriculum Architecture","Capability to structure curricula, sequences, credits, and prerequisites."
"CAP2.3","Capability","Course Material Authoring","Capability to create high-quality instructional materials and assessments."
"CAP2.4","Capability","Program Validation & Approval","Capability to achieve internal and external approvals and accreditation."
"CAP2.5","Capability","Content Refresh & Sunsetting","Capability to update and retire content through controlled lifecycle."
"CAP3","Capability","Learning Experience Delivery","Ability to attract, enroll, teach, assess, and graduate learners."
"CAP3.1","Capability","Learner Advising","Capability to counsel learners on pathways and supports."
"CAP3.2","Capability","Admission & Enrollment Processing","Capability to process applications, decisions, registration, and onboarding."
"CAP3.3","Capability","Instruction Facilitation","Capability to deliver effective teaching across modalities."
"CAP3.4","Capability","Assessment Administration","Capability to design, deliver, and grade assessments with integrity."
"CAP3.5","Capability","Credential Issuance","Capability to verify completion and issue official credentials."
"CAP3.6","Capability","Alumni Engagement & Placement","Capability to support placement and maintain alumni relationships."
"CAP4","Capability","Sponsored Research Delivery","Ability to acquire, execute, and close sponsored research projects."
"CAP4.1","Capability","Opportunity Identification","Capability to discover and qualify sponsor-aligned opportunities."
"CAP4.2","Capability","Proposal Development","Capability to plan, budget, and submit competitive proposals."
"CAP4.3","Capability","Scope & Terms Negotiation","Capability to negotiate scope, IP, and commercial terms."
"CAP4.4","Capability","Sponsored Research Execution","Capability to manage delivery, risks, and compliance for projects."
"CAP4.5","Capability","Results & IP Delivery","Capability to produce deliverables, data, and IP per agreements."
"CAP4.6","Capability","Project Closeout","Capability to complete financial, compliance, and technical closeout."
"CAP5","Capability","Innovation & IP Translation","Ability to protect, license, and scale research-derived innovations."
"CAP5.1","Capability","Invention Scouting & Disclosure","Capability to identify innovations and file formal disclosures."
"CAP5.2","Capability","Patent Filing & Prosecution","Capability to secure IP through patent strategy and actions."
"CAP5.3","Capability","Market Potential Evaluation","Capability to assess market attractiveness and commercialization routes."
"CAP5.4","Capability","Licensing Execution","Capability to structure and negotiate licensing agreements."
"CAP5.5","Capability","Venture Scale-Up Support","Capability to enable startup growth via resources and networks."
"OBJ1","BusinessObject","Knowledge Asset","Published scholarly artifact or dataset intended for reuse and citation."
"OBJ1.1","BusinessObject","Research Question","Statement of the problem or hypothesis under investigation."
"OBJ1.2","BusinessObject","Study Protocol","Documented methodology, procedures, and instruments for research."
"OBJ1.3","BusinessObject","Research Data","Collected data sets produced or sourced during the study."
"OBJ1.4","BusinessObject","Analytical Results","Derived results, models, or findings from data analysis."
"OBJ1.5","BusinessObject","Manuscript","Authored scholarly paper prepared for submission or publication."
"OBJ1.6","BusinessObject","Revision Package","Compiled responses and changes addressing peer review."
"OBJ1.7","BusinessObject","Published Output","Final published article, dataset, or repository record."
"OBJ2","BusinessObject","Academic Program Asset","Definition artifacts that specify and govern academic offerings."
"OBJ2.1","BusinessObject","Program Outcomes","Target competencies and achievements for graduates."
"OBJ2.2","BusinessObject","Curriculum Blueprint","Structured plan of courses, sequences, and credit design."
"OBJ2.3","BusinessObject","Course Materials","Instructional content, assessments, and teaching guides."
"OBJ2.4","BusinessObject","Program Validation Package","Evidence and documentation for program approval."
"OBJ2.5","BusinessObject","Content Lifecycle Plan","Plan for versioning, updates, and retirement of materials."
"OBJ3","BusinessObject","Learning Delivery Record","Artifacts documenting learner engagement and achievement."
"OBJ3.1","BusinessObject","Advising Plan","Personalized academic plan and guidance notes."
"OBJ3.2","BusinessObject","Enrollment Record","Official record of admissions, registration, and status."
"OBJ3.3","BusinessObject","Delivered Instruction Session","Record of instructional sessions delivered to learners."
"OBJ3.4","BusinessObject","Assessment Attempt","Submission and results for a specific assessment instance."
"OBJ3.5","BusinessObject","Credential","Official recognition of completed learning and attainment."
"OBJ3.6","BusinessObject","Alumni Engagement Profile","Ongoing profile of alumni activities and outcomes."
"OBJ4","BusinessObject","Sponsored Research Engagement Artifact","Contractual and technical records of sponsored projects."
"OBJ4.1","BusinessObject","Opportunity Brief","Summary of sponsor needs and research opportunity fit."
"OBJ4.2","BusinessObject","Proposal","Formal offer detailing scope, budget, and approach."
"OBJ4.3","BusinessObject","Research Agreement","Executed contract setting terms, IP, and obligations."
"OBJ4.4","BusinessObject","Sponsored Research Output","Results, prototypes, or datasets produced in the project."
"OBJ4.5","BusinessObject","Sponsor Deliverable","Contracted deliverables supplied to the sponsor."
"OBJ4.6","BusinessObject","Closeout Package","Final technical, financial, and compliance documentation."
"OBJ5","BusinessObject","Innovation & Commercialization Artifact","Artifacts used to protect, license, and grow innovations."
"OBJ5.1","BusinessObject","Invention Disclosure","Filed description of a new invention or discovery."
"OBJ5.2","BusinessObject","Patent Application","Application filed to obtain legal IP protection."
"OBJ5.3","BusinessObject","Market Evaluation Report","Analysis of market size, demand, and competitive landscape."
"OBJ5.4","BusinessObject","License Agreement","Contract granting rights to use IP under defined terms."
"OBJ5.5","BusinessObject","Venture Scale-Up Plan","Plan outlining growth milestones, resources, and risks."
