"ID","Type","Name","Documentation"
"C71","Capability","Human Subjects Protection (IRB)",""
"C72","Capability","Animal Care & Use (IACUC)",""
"C73","Capability","Biosafety & Hazardous Materials",""
"C74","Capability","Responsible Conduct of Research Education",""
"C75","Capability","Conflict of Interest Management",""
"C76","Capability","Export Control Screening",""
"C77","Capability","Research Infrastructure Operations",""
"C78","Capability","Core Facility Management",""
"C79","Capability","Instrument Calibration & Maintenance",""
"C80","Capability","High-Performance Computing for Research",""
"C81","Capability","Biorepository & Specimen Management",""
"C82","Capability","External Engagement & Partnerships",""
"C83","Capability","Industry Collaboration Development",""
"C84","Capability","Clinical & Community Site Agreements",""
"C85","Capability","Research Consortium Participation",""
"C86","Capability","Policy Advisory & Expert Testimony",""
"BO1","BusinessObject","Research Project",""
"BO2","BusinessObject","Research Proposal",""
"BO3","BusinessObject","Grant Award",""
"BO4","BusinessObject","Study Protocol",""
"BO5","BusinessObject","Ethical Approval",""
"BO6","BusinessObject","Animal Use Protocol",""
"BO7","BusinessObject","Data Management Plan",""
"BO8","BusinessObject","Safety Protocol",""
"BO9","BusinessObject","Conflict of Interest Disclosure",""
"BO10","BusinessObject","IRB Consent Form",""
"BO11","BusinessObject","Research Output",""
"BO12","BusinessObject","Dataset",""
"BO13","BusinessObject","Specimen",""
"BO14","BusinessObject","Method/Protocol",""
"BO15","BusinessObject","Software/Model",""
"BO16","BusinessObject","HPC Job",""
"BO17","BusinessObject","Code Repository",""
"BO18","BusinessObject","Publication",""
"BO19","BusinessObject","Manuscript",""
"BO20","BusinessObject","Preprint",""
"BO21","BusinessObject","Journal Article",""
"BO22","BusinessObject","Repository Entry",""
"BO23","BusinessObject","IP & Commercialization",""
"BO24","BusinessObject","Invention Disclosure",""
"BO25","BusinessObject","Patent",""
"BO26","BusinessObject","License Agreement",""
"BO27","BusinessObject","Startup",""
"BO28","BusinessObject","Education",""
"BO29","BusinessObject","Program Specification",""
"BO30","BusinessObject","Curriculum",""
"BO31","BusinessObject","Course Syllabus",""
"BO32","BusinessObject","Learning Outcome",""
"BO33","BusinessObject","Assessment Artifact",""
"BO34","BusinessObject","Exam",""
"BO35","BusinessObject","Thesis",""
"BO36","BusinessObject","Dissertation",""
"BO37","BusinessObject","Degree Credential",""
"BO38","BusinessObject","Student Record",""
"BO39","BusinessObject","Degree Audit Report",""
"BO40","BusinessObject","Partnership & Agreements",""
"BO41","BusinessObject","Collaboration Agreement",""
"BO42","BusinessObject","Clinical Site Agreement",""
"BO43","BusinessObject","Material Transfer Agreement",""
"BO44","BusinessObject","Reporting",""
"BO45","BusinessObject","Sponsor Progress Report",""
"BO46","BusinessObject","Deliverable",""
