"ID","Type","Name","Documentation"
"vs-cre-s3","ValueStream","Market & License Technology","Engage with industry partners to market and negotiate licensing agreements for university IP."
"vs-cre-s4","ValueStream","Support Venture Creation","Provide support and resources for the formation of new startup companies based on university research."
"cap-am","Capability","Academic Management","The overarching capability to design, deliver, and manage the university's educational mission."
"cap-cpd","Capability","Curriculum & Program Development","The ability to design, review, and manage the lifecycle of academic programs and their constituent courses."
"cap-cdm","Capability","Course Design & Management","The capability to create and maintain the content, structure, and learning objectives for individual courses."
"cap-par","Capability","Program Accreditation & Review","The capability to manage processes for internal quality review and external accreditation of academic programs."
"cap-slm","Capability","Student Lifecycle Management","The ability to manage all administrative and support aspects of the student journey from application to graduation."
"cap-ra","Capability","Recruitment & Admissions","The capability to attract, process applications from, and select prospective students."
"cap-er","Capability","Enrollment & Registration","The capability to manage student course registration, scheduling, and academic records."
"cap-sas","Capability","Student Advising & Support","The capability to provide academic advice, mentorship, and support services to students."
"cap-ag","Capability","Assessment & Grading","The capability to design and administer assessments, evaluate student work, and manage academic grading."
"cap-gar","Capability","Graduation & Alumni Relations","The capability to manage the degree conferral process and maintain engagement with the alumni community."
"cap-tld","Capability","Teaching & Learning Delivery","The ability to deliver high-quality instruction and manage the learning environment."
"cap-id","Capability","Instructional Delivery","The capability to effectively deliver course content through various methods, such as lectures, seminars, and online platforms."
"cap-lem","Capability","Learning Environment Management","The capability to manage the physical and digital spaces and resources that support learning."
"cap-rm","Capability","Research Management","The overarching capability to strategize, fund, execute, and disseminate research."
"cap-rspm","Capability","Research Strategy & Portfolio Management","The ability to define strategic research directions and manage the portfolio of research activities and infrastructure."
"cap-rap","Capability","Research Area Prioritization","The capability to identify and foster institutional strengths in specific fields of research."
"cap-rip","Capability","Research Infrastructure Planning","The capability to plan for and manage the lifecycle of major research facilities and equipment."
"cap-rfgm","Capability","Research Funding & Grant Management","The ability to secure and manage external funding for research projects."
"cap-gip","Capability","Grant Identification & Proposal","The capability to identify relevant funding opportunities and develop compelling grant applications."
"cap-gac","Capability","Grant Administration & Compliance","The capability to manage post-award grant finances, reporting, and adherence to sponsor regulations."
"cap-red","Capability","Research Execution & Dissemination","The ability to conduct research and share the results with the academic community and the public."
"cap-rpm","Capability","Research Project Management","The capability to plan, execute, and monitor the progress of individual research projects."
"cap-dca","Capability","Data Collection & Analysis","The capability to design studies, collect and manage research data, and perform rigorous analysis."
"cap-psc","Capability","Publication & Scholarly Communication","The capability to prepare and publish research findings in peer-reviewed journals and other scholarly outlets."
"cap-ktt","Capability","Knowledge & Technology Transfer","The overarching capability to manage the commercialization of university research and intellectual property."
"cap-ipm","Capability","Intellectual Property Management","The ability to identify, protect, and manage the university's intellectual property assets."
"cap-ida","Capability","IP Disclosure & Assessment","The capability to receive and evaluate invention disclosures from researchers for patentability and commercial potential."
"cap-pl","Capability","Patenting & Licensing","The capability to manage the patent application process and negotiate licensing agreements for university technologies."
"cap-cpm","Capability","Commercialization & Partnership Management","The ability to build relationships with industry and support the creation of new ventures."
"cap-iec","Capability","Industry Engagement & Collaboration","The capability to establish and manage research collaborations and partnerships with external organizations."
"cap-svc","Capability","Spin-off & Venture Creation","The capability to provide guidance and resources to support the formation of startup companies."
"bo-ai","BusinessObject","Academic Information","Information pertaining to the educational activities of the university."
"bo-ap","BusinessObject","Academic Program","A structured curriculum of study leading to a degree or credential."
"bo-c","BusinessObject","Course","A specific unit of teaching and learning within an academic program."
"bo-sr","BusinessObject","Student Record","A comprehensive record of a student's academic journey, including applications, enrollment, and grades."
"bo-aa","BusinessObject","Admission Application","A formal request submitted by a prospective student for admission to the university."
"bo-at","BusinessObject","Academic Transcript","An official record of a student's courses, grades, and academic standing."
"bo-cred","BusinessObject","Credential","The official diploma or certificate awarded upon completion of an academic program."
"bo-ri","BusinessObject","Research Information","Information pertaining to the research activities of the university."
"bo-rp","BusinessObject","Research Project","A specific, planned investigation designed to answer a research question."
"bo-rprop","BusinessObject","Research Proposal","A formal document submitted to a funding body to request support for a research project."
"bo-rg","BusinessObject","Research Grant","An award of financial assistance from a funding body to carry out a specific research project."
"bo-rd","BusinessObject","Research Data","Factual records (e.g., numerical, textual, images) used as primary sources for research."
"bo-sp","BusinessObject","Scholarly Publication","A formal, peer-reviewed article or book that disseminates research findings."
"bo-ip","BusinessObject","Intellectual Property","Creations of the mind, such as inventions, that are protected by law."
"bo-id","BusinessObject","Invention Disclosure","A confidential document submitted by a researcher to the university describing a new invention."
"bo-p","BusinessObject","Patent","A legal right granted for an invention, providing the owner the right to exclude others from making, using, or selling it."
"bo-la","BusinessObject","License Agreement","A legal contract granting a third party rights to use university-owned intellectual property."
