"ID","Type","Name","Documentation"
"V1_DAO1","ValueStream","Analyze Needs","The stage of assessing market, societal, and academic needs to identify opportunities for new or revised academic programs."
"V1_DAO2","ValueStream","Design Program","The stage of defining the curriculum, learning outcomes, and resource requirements for a new academic program."
"V1_DAO3","ValueStream","Approve & Implement Program","The stage of securing formal approval for a new program and making it available for enrollment."
"V1_DE1","ValueStream","Recruit & Admit Student","The stage of engaging with prospective students, processing applications, and making admissions offers."
"V1_DE2","ValueStream","Educate & Assess","The stage where the student undertakes coursework, receives instruction, and their learning is formally assessed."
"V1_DE3","ValueStream","Advise & Support","The stage of providing ongoing academic guidance and support to ensure student success and progression."
"V1_DE4","ValueStream","Graduate & Confer Degree","The stage of verifying degree completion, processing graduation, and formally conferring the academic credential."
"V1_ERP1","ValueStream","Acquire Funding","The stage of identifying a funding opportunity, preparing a proposal, and securing a grant or contract."
"V1_ERP2","ValueStream","Plan Project","The stage of developing a detailed research plan, including methodology, timeline, and resource allocation."
"V1_ERP3","ValueStream","Conduct Research","The stage of executing the research plan, collecting and analyzing data, and drawing scholarly conclusions."
"V1_ERP4","ValueStream","Disseminate Results","The stage of communicating research findings through publications and presentations, and managing resulting intellectual property."
