"ID","Type","Name","Documentation","Source","Target","Specialization"
"","ServingRelationship","","","cap-cpd","vs-dao-s4",""
"","ServingRelationship","","","cap-rspm","vs-brc-s1",""
"","ServingRelationship","","","cap-rap","vs-brc-s2",""
"","ServingRelationship","","","cap-rip","vs-brc-s3",""
"","ServingRelationship","","","cap-ra","vs-egs-s1",""
"","ServingRelationship","","","cap-er","vs-egs-s2",""
"","ServingRelationship","","","cap-sas","vs-egs-s2",""
"","ServingRelationship","","","cap-id","vs-egs-s3",""
"","ServingRelationship","","","cap-ag","vs-egs-s4",""
"","ServingRelationship","","","cap-gar","vs-egs-s5",""
"","ServingRelationship","","","cap-gip","vs-efr-s1",""
"","ServingRelationship","","","cap-gac","vs-efr-s2",""
"","ServingRelationship","","","cap-rpm","vs-efr-s3",""
"","ServingRelationship","","","cap-dca","vs-efr-s3",""
"","ServingRelationship","","","cap-psc","vs-efr-s4",""
"","ServingRelationship","","","cap-ida","vs-cre-s1",""
"","ServingRelationship","","","cap-pl","vs-cre-s2",""
"","ServingRelationship","","","cap-iec","vs-cre-s3",""
"","ServingRelationship","","","cap-pl","vs-cre-s3",""
"","ServingRelationship","","","cap-svc","vs-cre-s4",""
"","ServingRelationship","","","cap-tld","cap-slm",""
"","ServingRelationship","","","cap-rfgm","cap-red",""
"","ServingRelationship","","","cap-red","cap-ktt",""
"","AssociationRelationship","","","cap-cpd","bo-ap",""
"","AssociationRelationship","","","cap-cdm","bo-c",""
"","AssociationRelationship","","","cap-slm","bo-sr",""
"","AssociationRelationship","","","cap-gar","bo-cred",""
"","AssociationRelationship","","","cap-rfgm","bo-rprop",""
"","AssociationRelationship","","","cap-gac","bo-rg",""
"","AssociationRelationship","","","cap-rpm","bo-rp",""
"","AssociationRelationship","","","cap-dca","bo-rd",""
"","AssociationRelationship","","","cap-psc","bo-sp",""
"","AssociationRelationship","","","cap-ida","bo-id",""
"","AssociationRelationship","","","cap-pl","bo-p",""
"","AssociationRelationship","","","cap-pl","bo-la",""
