"ID","Type","Name","Documentation","Source","Target","Specialization"
"","AssociationRelationship","","","C1_RPP","O1_RA",""
"","AssociationRelationship","","","C1_RSD","O1_RAg",""
"","AssociationRelationship","","","C1_SEA","O1_SR",""
"","AssociationRelationship","","","C1_SGM","O1_SR",""
"","AssociationRelationship","","","C1_SRA","O1_SA",""
"","AssociationRelationship","","","C2_ADM","O2_SAD",""
"","AssociationRelationship","","","C2_APE","O2_SAD",""
"","AssociationRelationship","","","C2_CDD","O2_CC",""
"","AssociationRelationship","","","C2_DAC","O2_DC",""
"","AssociationRelationship","","","C2_GPD","O2_RP",""
"","AssociationRelationship","","","C2_ID","O2_APR",""
"","AssociationRelationship","","","C2_IPM","O2_IP",""
"","AssociationRelationship","","","C2_IPM","O2_TLA",""
"","AssociationRelationship","","","C2_PPM","O2_AP",""
"","AssociationRelationship","","","C2_RAI","O2_RP",""
"","AssociationRelationship","","","C2_RCN","O2_GA",""
"","AssociationRelationship","","","C2_RPP","O2_RD",""
"","AssociationRelationship","","","C2_SAG","O2_APR",""
"","AssociationRelationship","","","C2_SIA","O2_RD",""
"","AssociationRelationship","","","C2_SPD","O2_GA",""
"","AssociationRelationship","","","C2_SPM","O2_SP",""
"","AssociationRelationship","","","C2_SRM","O2_ST",""
