"ID","Type","Name","Documentation","Source","Target","Specialization"
"","CompositionRelationship","","","cap-l1-mue","cap-l2-mmc",""
"","CompositionRelationship","","","cap-l1-mue","cap-l2-mer",""
"","CompositionRelationship","","","cap-l1-mue","cap-l2-mfr",""
"","CompositionRelationship","","","cap-l1-mue","cap-l2-mpv",""
"","CompositionRelationship","","","cap-l1-mur","cap-l2-mfrs",""
"","CompositionRelationship","","","cap-l1-mur","cap-l2-mle",""
"","CompositionRelationship","","","cap-l1-mur","cap-l2-mrf",""
"","CompositionRelationship","","","vs-l0-es","vs-l1-es-dp",""
"","CompositionRelationship","","","vs-l0-es","vs-l1-es-ets",""
"","CompositionRelationship","","","vs-l0-es","vs-l1-es-mar",""
"","CompositionRelationship","","","vs-l1-es-dp","vs-l2-es-dc",""
"","CompositionRelationship","","","vs-l1-es-ets","vs-l2-es-rs",""
"","CompositionRelationship","","","vs-l1-es-ets","vs-l2-es-aa",""
"","CompositionRelationship","","","vs-l1-es-ets","vs-l2-es-dcrs",""
"","CompositionRelationship","","","vs-l1-es-ets","vs-l2-es-asp",""
"","CompositionRelationship","","","vs-l1-es-ets","vs-l2-es-cd",""
"","CompositionRelationship","","","vs-l1-es-mar","vs-l2-es-sa",""
"","CompositionRelationship","","","vs-l0-cfr","vs-l1-cfr-per",""
"","CompositionRelationship","","","vs-l0-cfr","vs-l1-cfr-cd",""
"","CompositionRelationship","","","vs-l1-cfr-per","vs-l2-cfr-iro",""
"","CompositionRelationship","","","vs-l1-cfr-per","vs-l2-cfr-srf",""
"","CompositionRelationship","","","vs-l1-cfr-per","vs-l2-cfr-erp",""
"","CompositionRelationship","","","vs-l1-cfr-per","vs-l2-cfr-ard",""
"","CompositionRelationship","","","vs-l1-cfr-per","vs-l2-cfr-drf",""
"","CompositionRelationship","","","vs-l1-cfr-cd","vs-l2-cfr-mri",""
"","CompositionRelationship","","","vs-l0-dcr","vs-l1-dcr-adpp",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-epp",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-srp",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-nrc",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-ecr",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-dro",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-pcp",""
"","CompositionRelationship","","","vs-l1-dcr-adpp","vs-l2-dcr-ppps",""
"","CompositionRelationship","","","bo-l0-uo","bo-l1-ao",""
"","CompositionRelationship","","","bo-l0-uo","bo-l1-s",""
"","CompositionRelationship","","","bo-l0-uo","bo-l1-re",""
"","CompositionRelationship","","","bo-l0-uo","bo-l1-c",""
"","CompositionRelationship","","","bo-l0-uo","bo-l1-ue",""
"","CompositionRelationship","","","bo-l0-uo","bo-l1-ur",""
"","CompositionRelationship","","","bo-l1-ao","bo-l2-ap",""
"","CompositionRelationship","","","bo-l1-ao","bo-l2-as",""
"","CompositionRelationship","","","bo-l1-ao","bo-l2-apcy",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-ps",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-sa",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-co",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-sass",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-ac",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-acrit",""
"","CompositionRelationship","","","bo-l1-s","bo-l2-sr",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-fo",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-gp",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-si",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-ed",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-rp",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-rd",""
"","CompositionRelationship","","","bo-l1-re","bo-l2-re",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-ip",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-rs",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-ca",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-cr",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-pd",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-ci",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-cp",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-ipy",""
"","CompositionRelationship","","","bo-l1-c","bo-l2-tt",""
"","CompositionRelationship","","","bo-l1-ue","bo-l2-a",""
"","CompositionRelationship","","","bo-l1-ue","bo-l2-mc",""
"","CompositionRelationship","","","bo-l1-ue","bo-l2-er",""
"","CompositionRelationship","","","bo-l1-ue","bo-l2-fr",""
"","CompositionRelationship","","","bo-l1-ue","bo-l2-pv",""
"","CompositionRelationship","","","bo-l1-ur","bo-l2-fm",""
"","CompositionRelationship","","","bo-l1-ur","bo-l2-le",""
"","CompositionRelationship","","","bo-l1-ur","bo-l2-rf",""
"","ServingRelationship","","","cap-l2-mas","cap-l2-dap",""
"","ServingRelationship","","","cap-l2-mmc","cap-l2-rps",""
"","ServingRelationship","","","cap-l2-mac","cap-l2-esa",""
"","ServingRelationship","","","cap-l2-mfrs","cap-l2-dai",""
"","ServingRelationship","","","cap-l2-mle","cap-l2-dai",""
"","ServingRelationship","","","cap-l2-map","cap-l2-asw",""
"","ServingRelationship","","","cap-l2-msr","cap-l2-aac",""
"","ServingRelationship","","","cap-l2-mer","cap-l2-eua",""
"","ServingRelationship","","","cap-l2-mas","cap-l2-mac",""
"","ServingRelationship","","","cap-l2-mas","cap-l2-map",""
"","ServingRelationship","","","cap-l2-mfr","cap-l2-ifo",""
"","ServingRelationship","","","cap-l2-mre","cap-l2-dgp",""
"","ServingRelationship","","","cap-l2-mrf","cap-l2-csi",""
"","ServingRelationship","","","cap-l2-mrd","cap-l2-csi",""
"","ServingRelationship","","","cap-l2-mrd","cap-l2-aed",""
"","ServingRelationship","","","cap-l2-mpv","cap-l2-prp",""
"","ServingRelationship","","","cap-l2-mtt","cap-l2-mip",""
"","ServingRelationship","","","cap-l2-mmc","cap-l2-dip",""
"","ServingRelationship","","","cap-l2-mfrs","cap-l2-drs",""
"","ServingRelationship","","","cap-l2-mip","cap-l2-nca",""
"","ServingRelationship","","","cap-l2-csi","cap-l2-dcr",""
"","ServingRelationship","","","cap-l2-mrf","cap-l2-dcr",""
"","ServingRelationship","","","cap-l2-mrd","cap-l2-rpd",""
"","ServingRelationship","","","cap-l2-mer","cap-l2-scp",""
"","ServingRelationship","","","cap-l2-dap","vs-l2-es-dc",""
"","ServingRelationship","","","cap-l2-rps","vs-l2-es-rs",""
"","ServingRelationship","","","cap-l2-esa","vs-l2-es-aa",""
"","ServingRelationship","","","cap-l2-dai","vs-l2-es-dcrs",""
"","ServingRelationship","","","cap-l2-asw","vs-l2-es-asp",""
"","ServingRelationship","","","cap-l2-aac","vs-l2-es-cd",""
"","ServingRelationship","","","cap-l2-eua","vs-l2-es-sa",""
"","ServingRelationship","","","cap-l2-ifo","vs-l2-cfr-iro",""
"","ServingRelationship","","","cap-l2-dgp","vs-l2-cfr-srf",""
"","ServingRelationship","","","cap-l2-csi","vs-l2-cfr-erp",""
"","ServingRelationship","","","cap-l2-aed","vs-l2-cfr-ard",""
"","ServingRelationship","","","cap-l2-prp","vs-l2-cfr-drf",""
"","ServingRelationship","","","cap-l2-mip","vs-l2-cfr-mri",""
"","ServingRelationship","","","cap-l2-dip","vs-l2-dcr-epp",""
"","ServingRelationship","","","cap-l2-drs","vs-l2-dcr-srp",""
"","ServingRelationship","","","cap-l2-nca","vs-l2-dcr-nrc",""
"","ServingRelationship","","","cap-l2-dcr","vs-l2-dcr-ecr",""
"","ServingRelationship","","","cap-l2-rpd","vs-l2-dcr-dro",""
"","ServingRelationship","","","cap-l2-mcb","vs-l2-dcr-pcp",""
"","ServingRelationship","","","cap-l2-scp","vs-l2-dcr-ppps",""
"","AssociationRelationship","","","cap-l2-dap","bo-l2-ap",""
"","AssociationRelationship","","","cap-l2-rps","bo-l2-ps",""
"","AssociationRelationship","","","cap-l2-esa","bo-l2-sa",""
"","AssociationRelationship","","","cap-l2-dai","bo-l2-co",""
"","AssociationRelationship","","","cap-l2-asw","bo-l2-sass",""
"","AssociationRelationship","","","cap-l2-aac","bo-l2-ac",""
"","AssociationRelationship","","","cap-l2-eua","bo-l2-a",""
"","AssociationRelationship","","","cap-l2-mas","bo-l2-as",""
"","AssociationRelationship","","","cap-l2-mmc","bo-l2-mc",""
"","AssociationRelationship","","","cap-l2-mac","bo-l2-acrit",""
"","AssociationRelationship","","","cap-l2-mfrs","bo-l2-fm",""
"","AssociationRelationship","","","cap-l2-mle","bo-l2-le",""
"","AssociationRelationship","","","cap-l2-map","bo-l2-apcy",""
"","AssociationRelationship","","","cap-l2-msr","bo-l2-sr",""
"","AssociationRelationship","","","cap-l2-mer","bo-l2-er",""
"","AssociationRelationship","","","cap-l2-ifo","bo-l2-fo",""
"","AssociationRelationship","","","cap-l2-dgp","bo-l2-gp",""
"","AssociationRelationship","","","cap-l2-csi","bo-l2-si",""
"","AssociationRelationship","","","cap-l2-aed","bo-l2-ed",""
"","AssociationRelationship","","","cap-l2-prp","bo-l2-rp",""
"","AssociationRelationship","","","cap-l2-mip","bo-l2-ipy",""
"","AssociationRelationship","","","cap-l2-mfr","bo-l2-fr",""
"","AssociationRelationship","","","cap-l2-mre","bo-l2-re",""
"","AssociationRelationship","","","cap-l2-mrf","bo-l2-rf",""
"","AssociationRelationship","","","cap-l2-mrd","bo-l2-rd",""
"","AssociationRelationship","","","cap-l2-mpv","bo-l2-pv",""
"","AssociationRelationship","","","cap-l2-mtt","bo-l2-tt",""
"","AssociationRelationship","","","cap-l2-dip","bo-l2-ip",""
"","AssociationRelationship","","","cap-l2-drs","bo-l2-rs",""
"","AssociationRelationship","","","cap-l2-nca","bo-l2-ca",""
"","AssociationRelationship","","","cap-l2-dcr","bo-l2-cr",""
"","AssociationRelationship","","","cap-l2-rpd","bo-l2-pd",""
"","AssociationRelationship","","","cap-l2-mcb","bo-l2-ci",""
"","AssociationRelationship","","","cap-l2-scp","bo-l2-cp",""
"","ServingRelationship","","","cap-l1-mue","cap-l1-msl",""
"","ServingRelationship","","","cap-l1-mur","cap-l1-msl",""
"","ServingRelationship","","","cap-l1-mue","cap-l1-mrl",""
"","ServingRelationship","","","cap-l1-mur","cap-l1-mrl",""
"","ServingRelationship","","","cap-l1-mcp","cap-l1-mcp",""
"","ServingRelationship","","","cap-l1-mue","cap-l1-mcp",""
"","ServingRelationship","","","cap-l1-mur","cap-l1-mcp",""
"","ServingRelationship","","","cap-l1-mrl","cap-l1-mcp",""
"","ServingRelationship","","","cap-l1-mao","vs-l1-es-dp",""
"","ServingRelationship","","","cap-l1-msl","vs-l1-es-ets",""
"","ServingRelationship","","","cap-l1-mue","vs-l1-es-mar",""
"","ServingRelationship","","","cap-l1-mrl","vs-l1-cfr-per",""
"","ServingRelationship","","","cap-l1-mcp","vs-l1-cfr-cd",""
"","ServingRelationship","","","cap-l1-mcp","vs-l1-dcr-adpp",""
"","AssociationRelationship","","","cap-l1-mao","bo-l1-ao",""
"","AssociationRelationship","","","cap-l1-msl","bo-l1-s",""
"","AssociationRelationship","","","cap-l1-mrl","bo-l1-re",""
"","AssociationRelationship","","","cap-l1-mcp","bo-l1-c",""
"","AssociationRelationship","","","cap-l1-mue","bo-l1-ue",""
"","AssociationRelationship","","","cap-l1-mur","bo-l1-ur",""
"","ServingRelationship","","","cap-l0-muo","vs-l0-es",""
"","ServingRelationship","","","cap-l0-muo","vs-l0-cfr",""
"","ServingRelationship","","","cap-l0-muo","vs-l0-dcr",""
"","AssociationRelationship","","","cap-l0-muo","bo-l0-uo",""
