"ID","Type","Name","Documentation"
"V1_DAO1","ValueStream","Analyze Needs","The stage of assessing market, societal, and academic needs to identify opportunities for new or revised academic programs."
"V1_DAO2","ValueStream","Design Program","The stage of defining the curriculum, learning outcomes, and resource requirements for a new academic program."
"V1_DE1","ValueStream","Recruit & Admit Student","The stage of engaging with prospective students, processing applications, and making admissions offers."
"V1_DE2","ValueStream","Educate & Assess","The stage where the student undertakes coursework, receives instruction, and their learning is formally assessed."
"V1_DE4","ValueStream","Graduate & Confer Degree","The stage of verifying degree completion, processing graduation, and formally conferring the academic credential."
"V1_ERP1","ValueStream","Acquire Funding","The stage of identifying a funding opportunity, preparing a proposal, and securing a grant or contract."
"V1_ERP2","ValueStream","Plan Project","The stage of developing a detailed research plan, including methodology, timeline, and resource allocation."
"V1_ERP3","ValueStream","Conduct Research","The stage of executing the research plan, collecting and analyzing data, and drawing scholarly conclusions."
"V1_ERP4","ValueStream","Disseminate Results","The stage of communicating research findings through publications and presentations, and managing resulting intellectual property."
"V2_BRC11","ValueStream","Identify Research Areas","The process of scanning the academic and industrial landscape to identify strategic areas for research."
"V2_BRC21","ValueStream","Develop Strategic Partnerships","The process of forming collaborations with industry, government, and other academic institutions."
"V2_DAO11","ValueStream","Analyze Program Needs","The process of evaluating market demand and academic requirements for new or revised programs."
"V2_DAO21","ValueStream","Design Course Curriculum","The process of defining the specific learning outcomes, content, and assessments for courses."
"V2_DE11","ValueStream","Process Student Applications","The process of receiving and evaluating applications from prospective students."
"V2_DE12","ValueStream","Decide on Admissions","The process of making and communicating formal admission offers to qualified applicants."
"V2_DE21","ValueStream","Deliver Instruction","The process of delivering course content and facilitating learning activities."
"V2_DE22","ValueStream","Assess Student Learning","The process of evaluating student performance and assigning grades."
"V2_DE41","ValueStream","Audit & Confer Degree","The process of verifying all graduation requirements have been met and formally awarding the credential."
"V2_ERP11","ValueStream","Develop Grant Proposals","The process of writing and submitting formal proposals to funding agencies."
"V2_ERP12","ValueStream","Negotiate Research Contracts","The process of finalizing the terms, budget, and conditions of a research award."
"V2_ERP21","ValueStream","Plan Research Project","The process of defining the detailed scope, methodology, and timeline for the research."
"V2_ERP31","ValueStream","Conduct Scholarly Inquiry","The process of executing the research plan, including data collection and analysis."
"V2_ERP41","ValueStream","Manage Scholarly Publications","The process of preparing and submitting research findings for publication."
"V2_ERP42","ValueStream","Manage Intellectual Property","The process of identifying and protecting novel intellectual property arising from research."
