"ID","Type","Name","Documentation"
"cap-l2-mre","Capability","Manage Research Ethics","The capability to ensure that all research activities comply with established ethical principles and regulatory standards."
"cap-l2-dip","Capability","Develop Industry Partnerships","The capability to identify, establish, and cultivate strategic relationships with commercial and governmental organizations."
"cap-l2-drs","Capability","Define Research Solutions","The capability to understand partner needs and design bespoke research projects or consulting services to address them."
"cap-l2-nca","Capability","Negotiate Commercial Agreements","The capability to formulate, negotiate, and finalize contracts and agreements for commissioned research and services."
"cap-l2-dcr","Capability","Deliver Contractual Research","The capability to execute research projects according to the terms, timelines, and deliverables specified in a commercial agreement."
"cap-l2-rpd","Capability","Report Project Deliverables","The capability to formally document and present research outcomes and deliverables to external partners."
"cap-l2-mcb","Capability","Manage Contract Billing","The capability to issue invoices and process payments for commissioned research and consulting services."
"cap-l2-scp","Capability","Support Commercial Partners","The capability to provide ongoing support and relationship management to commercial partners after project completion."
"cap-l2-mip","Capability","Manage Intellectual Properties","The capability to identify, protect, and manage the university's intellectual property assets, such as patents and copyrights."
"cap-l2-mtt","Capability","Manage Technology Transfers","The capability to facilitate the licensing and transfer of university-owned intellectual property to external entities for commercialization."
"cap-l2-eua","Capability","Engage University Alumni","The capability to maintain relationships with and provide services to the university's graduate community."
"cap-l2-mmc","Capability","Manage Marketing Campaigns","The capability to design and execute marketing and communication campaigns to promote the university's brand and offerings."
"cap-l2-mer","Capability","Manage External Relations","The capability to manage relationships with a broad range of external stakeholders, including donors and community partners."
"cap-l2-mfr","Capability","Manage Funder Relations","The capability to build and maintain relationships with government agencies, foundations, and other entities that provide research funding."
"cap-l2-mpv","Capability","Manage Publication Venues","The capability to identify and manage relationships with academic publishers and conference organizers."
"cap-l2-mfrs","Capability","Manage Faculty Resources","The capability to recruit, develop, and assign academic staff to teaching and research activities."
"cap-l2-mle","Capability","Manage Learning Environments","The capability to provide and maintain physical and digital spaces, such as classrooms and online platforms, for teaching and learning."
"cap-l2-mrf","Capability","Manage Research Facilities","The capability to operate and maintain specialized laboratories, equipment, and other facilities required for research."
"vs-l0-es","ValueStream","Educate Students","Delivers structured degree programs that equip students with advanced knowledge and accredited qualifications for their future careers."
"vs-l0-cfr","ValueStream","Conduct Foundational Research","Generates and disseminates new fundamental knowledge and insights that advance scientific understanding and the public good."
"vs-l0-dcr","ValueStream","Deliver Commissioned Research","Delivers bespoke research projects and expert consulting services to solve specific problems for external partners on a contractual basis."
"vs-l1-es-dp","ValueStream","Develop Program","The stage of defining and structuring the academic offering before student engagement."
"vs-l1-es-ets","ValueStream","Enroll & Teach Students","The core stages of the student journey, from recruitment and admission through to instruction and graduation."
"vs-l1-es-mar","ValueStream","Maintain Alumni Relations","The post-graduation stage focused on supporting and engaging with the alumni community."
"vs-l2-es-dc","ValueStream","Define Curricula","The value stream stage where academic programs and courses are designed and approved."
"vs-l2-es-rs","ValueStream","Recruit Students","The value stream stage focused on marketing programs and attracting a pool of qualified applicants."
"vs-l2-es-aa","ValueStream","Admit Applicants","The value stream stage where student applications are evaluated and offers of admission are made."
"vs-l2-es-dcrs","ValueStream","Deliver Courses","The value stream stage where instruction is delivered to enrolled students."
"vs-l2-es-asp","ValueStream","Assess Student Performance","The value stream stage where student learning is evaluated through exams, papers, and other assessments."
"vs-l2-es-cd","ValueStream","Confer Degrees","The value stream stage where successful students are formally awarded their academic qualifications."
"vs-l2-es-sa","ValueStream","Support Alumni","The value stream stage focused on providing services and engagement opportunities to graduates."
"vs-l1-cfr-per","ValueStream","Plan & Execute Research","The core stages of the research lifecycle, from identifying opportunities and securing funding to execution and dissemination."
"vs-l1-cfr-cd","ValueStream","Commercialize Discoveries","The stage focused on managing the intellectual property resulting from foundational research."
"vs-l2-cfr-iro","ValueStream","Identify Research Opportunities","The value stream stage where potential areas for new research and associated funding sources are identified."
"vs-l2-cfr-srf","ValueStream","Secure Research Funding","The value stream stage where grant proposals are written and submitted to secure financial support for research."
"vs-l2-cfr-erp","ValueStream","Execute Research Plans","The value stream stage where the planned research activities and experiments are carried out."
"vs-l2-cfr-ard","ValueStream","Analyze Research Data","The value stream stage where data collected from research is processed and interpreted."
"vs-l2-cfr-drf","ValueStream","Disseminate Research Findings","The value stream stage where research results are published in academic journals or presented at conferences."
"vs-l2-cfr-mri","ValueStream","Manage Research IP","The value stream stage where intellectual property arising from research is identified, protected, and managed."
"vs-l1-dcr-adpp","ValueStream","Acquire & Deliver Partner Projects","The end-to-end process of engaging partners, defining and negotiating projects, and delivering the contracted outcomes."
"vs-l2-dcr-epp","ValueStream","Engage Potential Partners","The value stream stage focused on building relationships with potential industry or government clients."
"vs-l2-dcr-srp","ValueStream","Scope Research Projects","The value stream stage where the partner's needs are analyzed and a potential research solution is defined."
"vs-l2-dcr-nrc","ValueStream","Negotiate Research Contracts","The value stream stage where the terms, deliverables, and costs of the research project are formally agreed upon."
"vs-l2-dcr-ecr","ValueStream","Execute Contracted Research","The value stream stage where the agreed-upon research activities are performed for the partner."
"vs-l2-dcr-dro","ValueStream","Deliver Research Outcomes","The value stream stage where the final findings and deliverables are formally presented to the partner."
"vs-l2-dcr-pcp","ValueStream","Process Contract Payments","The value stream stage where invoices are sent and payment is collected from the partner."
"vs-l2-dcr-ppps","ValueStream","Provide Post-Project Support","The value stream stage for providing follow-up support or services after the main project is complete."
"bo-l0-uo","BusinessObject","University Operation","Represents the entirety of the university's core operational entities, including its academic offerings, students, research, and resources."
"bo-l1-ao","BusinessObject","Academic Offering","A conceptual grouping of business objects related to the university's educational products and their governance."
"bo-l1-s","BusinessObject","Student","A conceptual grouping of business objects related to an individual's journey through the university, from applicant to graduate."
"bo-l1-re","BusinessObject","Research Endeavor","A conceptual grouping of business objects related to the creation and management of scholarly research."
"bo-l1-c","BusinessObject","Commercialization","A conceptual grouping of business objects related to the university's commercial activities, partnerships, and intellectual property."
"bo-l1-ue","BusinessObject","University Engagement","A conceptual grouping of business objects related to the university's relationships with its external stakeholders."
"bo-l1-ur","BusinessObject","University Resource","A conceptual grouping of business objects representing the core assets, such as people and facilities, that enable university operations."
"bo-l2-ap","BusinessObject","Academic Program","A structured course of study leading to an academic qualification, such as a degree or diploma."
"bo-l2-as","BusinessObject","Academic Standard","A defined rule or benchmark for quality and performance in academic matters."
"bo-l2-apcy","BusinessObject","Assessment Policy","A formal policy governing how student performance is to be evaluated."
"bo-l2-ps","BusinessObject","Prospective Student","An individual who has expressed interest in or is being targeted for admission to the university."
"bo-l2-sa","BusinessObject","Student Application","A formal request submitted by a prospective student for admission to an academic program."
"bo-l2-co","BusinessObject","Course Offering","A specific instance of a course being taught in a particular semester or term."
"bo-l2-sass","BusinessObject","Student Assessment","An evaluation of a student's work, such as an exam, essay, or project."
"bo-l2-ac","BusinessObject","Academic Credential","A formal qualification, such as a degree or certificate, awarded to a student upon successful completion of a program."
"bo-l2-acrit","BusinessObject","Admissions Criterion","A specific requirement or standard used to evaluate student applications for admission."
"bo-l2-sr","BusinessObject","Student Record","The official, consolidated record of a student's academic history and status at the university."
"bo-l2-fo","BusinessObject","Funding Opportunity","A specific grant, award, or call for proposals to which researchers can apply for funding."
"bo-l2-gp","BusinessObject","Grant Proposal","A formal document submitted to a funding body to request financial support for a research project."
"bo-l2-si","BusinessObject","Scholarly Investigation","A specific research project or experiment undertaken to answer a research question."
"bo-l2-ed","BusinessObject","Experimental Datum","A single piece or set of raw data generated and collected during a research investigation."
"bo-l2-rp","BusinessObject","Research Publication","A scholarly article, paper, or book that disseminates the findings of a research project."
"bo-l2-rd","BusinessObject","Research Dataset","A curated collection of data produced or used in a research project."
"bo-l2-re","BusinessObject","Research Ethic","A principle or standard governing the responsible conduct of research."
"bo-l2-ip","BusinessObject","Industry Partnership","A formal collaborative relationship between the university and a commercial or government entity."
"bo-l2-rs","BusinessObject","Research Solution","A defined scope of work or project plan designed to address a partner's specific problem or need."
"bo-l2-ca","BusinessObject","Commercial Agreement","A legally binding contract that outlines the terms of a commissioned research project or service."
"bo-l2-cr","BusinessObject","Contractual Research","A specific research project being executed under the terms of a commercial agreement."
"bo-l2-pd","BusinessObject","Project Deliverable","A tangible or intangible output, such as a report or prototype, that must be provided to a partner as part of a contract."
"bo-l2-ci","BusinessObject","Contract Invoice","A formal request for payment for services rendered or milestones achieved in a commercial project."
"bo-l2-cp","BusinessObject","Commercial Partner","An external organization (e.g., a company, government agency) that contracts with the university for research or consulting services."
"bo-l2-ipy","BusinessObject","Intellectual Property","A work or invention that is the result of creativity, such as a manuscript or a design, to which one has rights and for which one may apply for a patent, copyright, trademark, etc."
"bo-l2-tt","BusinessObject","Technology Transfer","The process and agreement for transferring a specific piece of intellectual property to an external party."
"bo-l2-a","BusinessObject","Alumnus","A graduate or former student of the university."
"bo-l2-mc","BusinessObject","Marketing Campaign","A coordinated series of steps intended to promote the university or its specific programs."
"bo-l2-er","BusinessObject","External Relationship","A formal or informal connection with an external stakeholder, such as a donor or community group."
"bo-l2-fr","BusinessObject","Funder Relationship","A relationship with an organization that provides grants or other forms of research funding."
"bo-l2-pv","BusinessObject","Publication Venue","A specific journal, conference proceeding, or publisher through which research is disseminated."
"bo-l2-fm","BusinessObject","Faculty Member","An academic staff member of the university responsible for teaching and/or research."
"bo-l2-le","BusinessObject","Learning Environment","A physical or virtual setting in which teaching and learning occur, such as a lecture hall or an online learning system."
"bo-l2-rf","BusinessObject","Research Facility","A specialized space, such as a laboratory or clean room, equipped for conducting research."
