"ID","Type","Name","Documentation","Source","Target","Specialization"
"","CompositionRelationship","","","C5","C502",""
"","CompositionRelationship","","","C5","C503",""
"","CompositionRelationship","","","C5","C504",""
"","CompositionRelationship","","","C5","C505",""
"","CompositionRelationship","","","C5","C506",""
"","CompositionRelationship","","","C5","C507",""
"","CompositionRelationship","","","C5","C508",""
"","CompositionRelationship","","","C5","C509",""
"","CompositionRelationship","","","C5","C510",""
"","CompositionRelationship","","","C5","C511",""
"","CompositionRelationship","","","V0_1","V1_1_1",""
"","CompositionRelationship","","","V0_1","V1_1_2",""
"","CompositionRelationship","","","V0_1","V1_1_3",""
"","CompositionRelationship","","","V0_1","V1_1_4",""
"","CompositionRelationship","","","V0_2","V1_2_1",""
"","CompositionRelationship","","","V0_2","V1_2_2",""
"","CompositionRelationship","","","V0_2","V1_2_3",""
"","CompositionRelationship","","","V0_2","V1_2_4",""
"","CompositionRelationship","","","V0_2","V1_2_5",""
"","CompositionRelationship","","","V0_3","V1_3_1",""
"","CompositionRelationship","","","V0_3","V1_3_2",""
"","CompositionRelationship","","","V0_3","V1_3_3",""
"","CompositionRelationship","","","V1_1_1","V2_1_1_1",""
"","CompositionRelationship","","","V1_1_1","V2_1_1_2",""
"","CompositionRelationship","","","V1_1_1","V2_1_1_3",""
"","CompositionRelationship","","","V1_1_2","V2_1_2_1",""
"","CompositionRelationship","","","V1_1_3","V2_1_3_1",""
"","CompositionRelationship","","","V1_1_3","V2_1_3_2",""
"","CompositionRelationship","","","V1_1_3","V2_1_3_3",""
"","CompositionRelationship","","","V1_1_4","V2_1_4_1",""
"","CompositionRelationship","","","V1_2_1","V2_2_1_1",""
"","CompositionRelationship","","","V1_2_1","V2_2_1_2",""
"","CompositionRelationship","","","V1_2_1","V2_2_1_3",""
"","CompositionRelationship","","","V1_2_2","V2_2_2_1",""
"","CompositionRelationship","","","V1_2_3","V2_2_3_1",""
"","CompositionRelationship","","","V1_2_3","V2_2_3_2",""
"","CompositionRelationship","","","V1_2_4","V2_2_4_1",""
"","CompositionRelationship","","","V1_2_5","V2_2_5_1",""
"","CompositionRelationship","","","V1_3_1","V2_3_1_1",""
"","CompositionRelationship","","","V1_3_1","V2_3_1_2",""
"","CompositionRelationship","","","V1_3_1","V2_3_1_3",""
"","CompositionRelationship","","","V1_3_1","V2_3_1_4",""
"","CompositionRelationship","","","V1_3_1","V2_3_1_5",""
"","CompositionRelationship","","","V1_3_2","V2_3_2_1",""
"","CompositionRelationship","","","V1_3_3","V2_3_3_1",""
"","CompositionRelationship","","","V1_3_3","V2_3_3_2",""
"","CompositionRelationship","","","V1_3_3","V2_3_3_3",""
"","CompositionRelationship","","","B0","B1",""
"","CompositionRelationship","","","B0","B2",""
"","CompositionRelationship","","","B0","B3",""
"","CompositionRelationship","","","B0","B4",""
"","CompositionRelationship","","","B0","B5",""
"","CompositionRelationship","","","B1","B101",""
"","CompositionRelationship","","","B1","B102",""
"","CompositionRelationship","","","B1","B103",""
"","CompositionRelationship","","","B1","B104",""
"","CompositionRelationship","","","B1","B105",""
"","CompositionRelationship","","","B1","B106",""
"","CompositionRelationship","","","B1","B107",""
"","CompositionRelationship","","","B2","B201",""
"","CompositionRelationship","","","B2","B202",""
"","CompositionRelationship","","","B2","B203",""
"","CompositionRelationship","","","B2","B204",""
"","CompositionRelationship","","","B2","B205",""
"","CompositionRelationship","","","B2","B206",""
"","CompositionRelationship","","","B2","B207",""
"","CompositionRelationship","","","B2","B208",""
"","CompositionRelationship","","","B2","B209",""
"","CompositionRelationship","","","B2","B210",""
"","CompositionRelationship","","","B3","B301",""
"","CompositionRelationship","","","B3","B302",""
"","CompositionRelationship","","","B3","B303",""
"","CompositionRelationship","","","B3","B304",""
"","CompositionRelationship","","","B3","B305",""
"","CompositionRelationship","","","B3","B306",""
"","CompositionRelationship","","","B3","B307",""
"","CompositionRelationship","","","B3","B308",""
"","CompositionRelationship","","","B3","B309",""
"","CompositionRelationship","","","B3","B310",""
"","CompositionRelationship","","","B3","B311",""
"","CompositionRelationship","","","B3","B312",""
"","CompositionRelationship","","","B4","B401",""
"","CompositionRelationship","","","B4","B402",""
"","CompositionRelationship","","","B4","B403",""
"","CompositionRelationship","","","B4","B404",""
"","CompositionRelationship","","","B4","B405",""
"","CompositionRelationship","","","B4","B406",""
"","CompositionRelationship","","","B4","B407",""
"","CompositionRelationship","","","B4","B408",""
"","CompositionRelationship","","","B4","B409",""
"","CompositionRelationship","","","B4","B410",""
"","CompositionRelationship","","","B4","B411",""
"","CompositionRelationship","","","B5","B501",""
"","CompositionRelationship","","","B5","B502",""
"","CompositionRelationship","","","B5","B503",""
"","CompositionRelationship","","","B5","B504",""
"","CompositionRelationship","","","B5","B505",""
"","CompositionRelationship","","","B5","B506",""
"","CompositionRelationship","","","B5","B507",""
"","CompositionRelationship","","","B5","B508",""
"","CompositionRelationship","","","B5","B509",""
"","CompositionRelationship","","","B5","B510",""
"","ServingRelationship","","","C0","V0_1",""
"","ServingRelationship","","","C0","V0_2",""
"","ServingRelationship","","","C0","V0_3",""
"","AssociationRelationship","","","C0","B0",""
"","ServingRelationship","","","C1","V1_1_2",""
"","ServingRelationship","","","C1","V1_2_1",""
"","ServingRelationship","","","C2","V1_1_1",""
"","ServingRelationship","","","C2","V1_2_2",""
"","ServingRelationship","","","C3","V1_1_3",""
"","ServingRelationship","","","C3","V1_2_3",""
"","ServingRelationship","","","C3","V1_3_2",""
"","ServingRelationship","","","C4","V1_1_4",""
"","ServingRelationship","","","C4","V1_2_4",""
"","ServingRelationship","","","C4","V1_3_3",""
"","ServingRelationship","","","C5","V1_2_5",""
"","ServingRelationship","","","C5","V1_3_1",""
"","AssociationRelationship","","","C1","B1",""
"","AssociationRelationship","","","C2","B2",""
"","AssociationRelationship","","","C3","B3",""
"","AssociationRelationship","","","C4","B4",""
"","AssociationRelationship","","","C5","B5",""
"","ServingRelationship","","","C201","V2_1_1_1",""
"","ServingRelationship","","","C202","V2_1_1_2",""
"","ServingRelationship","","","C301","V2_1_3_1",""
"","ServingRelationship","","","C203","V2_1_1_3",""
"","ServingRelationship","","","C101","V2_1_2_1",""
"","ServingRelationship","","","C302","V2_1_3_2",""
"","ServingRelationship","","","C303","V2_1_3_3",""
"","ServingRelationship","","","C401","V2_1_4_1",""
"","ServingRelationship","","","C104","V2_2_1_1",""
"","ServingRelationship","","","C209","V2_2_2_1",""
"","ServingRelationship","","","C309","V2_2_3_1",""
"","ServingRelationship","","","C105","V2_2_1_2",""
"","ServingRelationship","","","C310","V2_2_3_2",""
"","ServingRelationship","","","C406","V2_2_4_1",""
"","ServingRelationship","","","C501","V2_2_5_1",""
"","ServingRelationship","","","C106","V2_2_1_3",""
"","ServingRelationship","","","C505","V2_3_1_1",""
"","ServingRelationship","","","C407","V2_3_3_1",""
"","ServingRelationship","","","C311","V2_3_2_1",""
"","ServingRelationship","","","C506","V2_3_1_2",""
"","ServingRelationship","","","C408","V2_3_3_2",""
"","ServingRelationship","","","C507","V2_3_1_3",""
"","ServingRelationship","","","C504","V2_3_1_4",""
"","ServingRelationship","","","C409","V2_3_3_3",""
"","ServingRelationship","","","C508","V2_3_1_5",""
"","ServingRelationship","","","C204","C201",""
"","ServingRelationship","","","C304","C202",""
"","ServingRelationship","","","C305","C301",""
"","ServingRelationship","","","C205","C203",""
"","ServingRelationship","","","C102","C101",""
"","ServingRelationship","","","C306","C302",""
"","ServingRelationship","","","C402","C303",""
"","ServingRelationship","","","C403","C401",""
"","ServingRelationship","","","C206","C204",""
"","ServingRelationship","","","C307","C304",""
"","ServingRelationship","","","C207","C305",""
"","ServingRelationship","","","C208","C205",""
"","ServingRelationship","","","C103","C102",""
"","ServingRelationship","","","C308","C306",""
"","ServingRelationship","","","C404","C402",""
"","ServingRelationship","","","C405","C403",""
"","ServingRelationship","","","C205","C104",""
"","ServingRelationship","","","C401","C209",""
"","ServingRelationship","","","C305","C309",""
"","ServingRelationship","","","C502","C105",""
"","ServingRelationship","","","C306","C310",""
"","ServingRelationship","","","C402","C406",""
"","ServingRelationship","","","C503","C501",""
"","ServingRelationship","","","C107","C106",""
"","ServingRelationship","","","C210","C502",""
"","ServingRelationship","","","C504","C503",""
"","ServingRelationship","","","C108","C107",""
"","ServingRelationship","","","C509","C505",""
"","ServingRelationship","","","C410","C407",""
"","ServingRelationship","","","C312","C311",""
"","ServingRelationship","","","C510","C506",""
"","ServingRelationship","","","C411","C408",""
"","ServingRelationship","","","C502","C507",""
"","ServingRelationship","","","C412","C409",""
"","ServingRelationship","","","C107","C508",""
"","ServingRelationship","","","C511","C509",""
"","ServingRelationship","","","C413","C410",""
"","ServingRelationship","","","C101","C312",""
"","ServingRelationship","","","C108","C510",""
"","ServingRelationship","","","C401","C411",""
"","ServingRelationship","","","C414","C412",""
"","AssociationRelationship","","","C101","B101",""
"","AssociationRelationship","","","C102","B102",""
"","AssociationRelationship","","","C103","B103",""
"","AssociationRelationship","","","C104","B104",""
"","AssociationRelationship","","","C105","B105",""
"","AssociationRelationship","","","C106","B106",""
"","AssociationRelationship","","","C107","B107",""
"","AssociationRelationship","","","C108","B205",""
"","AssociationRelationship","","","C201","B201",""
"","AssociationRelationship","","","C202","B202",""
"","AssociationRelationship","","","C203","B203",""
"","AssociationRelationship","","","C204","B204",""
"","AssociationRelationship","","","C205","B205",""
"","AssociationRelationship","","","C206","B206",""
"","AssociationRelationship","","","C207","B207",""
"","AssociationRelationship","","","C208","B208",""
"","AssociationRelationship","","","C209","B209",""
"","AssociationRelationship","","","C210","B210",""
"","AssociationRelationship","","","C301","B301",""
"","AssociationRelationship","","","C302","B302",""
"","AssociationRelationship","","","C303","B303",""
"","AssociationRelationship","","","C304","B304",""
"","AssociationRelationship","","","C305","B305",""
"","AssociationRelationship","","","C306","B306",""
"","AssociationRelationship","","","C307","B307",""
"","AssociationRelationship","","","C308","B308",""
"","AssociationRelationship","","","C309","B309",""
"","AssociationRelationship","","","C310","B310",""
"","AssociationRelationship","","","C311","B311",""
"","AssociationRelationship","","","C312","B312",""
"","AssociationRelationship","","","C401","B401",""
"","AssociationRelationship","","","C402","B402",""
"","AssociationRelationship","","","C403","B403",""
"","AssociationRelationship","","","C404","B404",""
"","AssociationRelationship","","","C405","B403",""
"","AssociationRelationship","","","C406","B405",""
"","AssociationRelationship","","","C407","B406",""
"","AssociationRelationship","","","C408","B407",""
"","AssociationRelationship","","","C409","B408",""
"","AssociationRelationship","","","C410","B406",""
"","AssociationRelationship","","","C411","B407",""
"","AssociationRelationship","","","C412","B409",""
"","AssociationRelationship","","","C413","B410",""
"","AssociationRelationship","","","C414","B411",""
"","AssociationRelationship","","","C501","B501",""
"","AssociationRelationship","","","C502","B502",""
"","AssociationRelationship","","","C503","B503",""
"","AssociationRelationship","","","C504","B504",""
"","AssociationRelationship","","","C505","B505",""
"","AssociationRelationship","","","C506","B505",""
"","AssociationRelationship","","","C507","B506",""
"","AssociationRelationship","","","C508","B507",""
"","AssociationRelationship","","","C509","B508",""
"","AssociationRelationship","","","C510","B509",""
"","AssociationRelationship","","","C511","B510",""
