"ID","Type","Name","Documentation"
"CAP_4_2_2","Capability","Equipment Maintenance","The ability to maintain, repair, and manage the lifecycle of specialized research equipment."
"CAP_4_3","Capability","Library & Archive Management","The ability to curate, maintain, and provide access to scholarly collections, books, and historical archives."
"CAP_4_3_1","Capability","Collection Development","The ability to acquire and manage scholarly resources, including books, journals, and databases."
"CAP_4_3_2","Capability","Information Services","The ability to provide research assistance and access to information for students and faculty."
"CAP_4_4","Capability","Teaching Space Management","The ability to schedule, equip, and maintain classrooms, lecture halls, and other instructional spaces."
"CAP_4_4_1","Capability","Classroom Scheduling","The ability to manage the timetable and allocation of instructional spaces."
"CAP_4_4_2","Capability","AV Technology Support","The ability to equip and support the audio-visual technology used in teaching spaces."
"BO_1","BusinessObject","Research Asset","An information asset related to the planning, execution, and dissemination of research."
"BO_1_1","BusinessObject","Grant Proposal","A formal document submitted to a funding body to request financial support for a research project."
"BO_1_2","BusinessObject","Research Dataset","A curated collection of data generated or used during a research investigation."
"BO_1_3","BusinessObject","Scholarly Work","A manuscript, article, or book that communicates the findings of a research project."
"BO_1_4","BusinessObject","Patent Application","A legal document filed to protect the intellectual property rights of an invention."
"BO_1_5","BusinessObject","License Agreement","A legal contract granting a third party the rights to use university-owned intellectual property."
"BO_2","BusinessObject","Education Asset","An information asset related to the definition, delivery, and outcomes of academic programs."
"BO_2_1","BusinessObject","Program Catalog","A comprehensive listing and description of all academic programs and courses offered by the university."
"BO_2_2","BusinessObject","Course Syllabus","A document outlining the objectives, content, schedule, and assessment criteria for a specific academic course."
"BO_2_3","BusinessObject","Student Transcript","An official record of a student's academic performance, including courses taken and grades received."
"BO_2_4","BusinessObject","Diploma","A formal document issued by the university certifying the successful completion of a degree program."
"BO_3","BusinessObject","Student Asset","An information asset containing data about prospective and enrolled students."
"BO_3_1","BusinessObject","Student Application","A collection of documents and data submitted by a prospective student for admission."
"BO_3_2","BusinessObject","Enrolled Student Record","A comprehensive record of an admitted student's academic and administrative information."
"BO_4","BusinessObject","Infrastructure Asset","An information asset describing the university's physical and digital resources for teaching and research."
"BO_4_1","BusinessObject","Research Facility Record","A record detailing the specifications, availability, and usage of a research laboratory or facility."
"BO_4_2","BusinessObject","Teaching Space Record","A record detailing the capacity, features, and schedule of a classroom or lecture hall."
"BO_4_3","BusinessObject","Library Collection Record","A catalog entry for a book, journal, or other resource held by the university library."
"BO_5","BusinessObject","Faculty Asset","An information asset containing data about faculty members."
"BO_5_1","BusinessObject","Faculty Profile","A record of a faculty member's credentials, publications, research interests, and teaching assignments."
